Series,Experiment,Source,Target,Complete,Parent,Source 1,Target 1,Source 2,Target 2,Best steps,Best BLEU ALL,Best CHRF3 ALL,Best WER ALL,Best TER ALL,Best spBLEU ALL,Last steps,Last BLEU ALL,Last CHRF3 ALL,Last WER ALL,Last TER ALL,Last spBLEU ALL
Indo-European,RelatedLanguage2.PartialNT.Scenario3.PeekAhead,hin,pan,True,facebook/nllb-200-distilled-600M,hin-hin2017,pan-pan,hin-hin2017,urd-urd,8000,30.33,55.81,40.14,53.14,39.12,11000,29.88,55.35,40.41,53.58,38.51
Indo-European,SourceText.Greek.Scenario1,grc,pan,True,facebook/nllb-200-distilled-600M,grc-grcsbl,pan-pan,,,3000,17.80,42.23,56.16,72.17,23.62,5000,17.43,41.56,55.91,72.03,22.72
Indo-European,SourceText.Greek.Scenario2,grc,pan,True,facebook/nllb-200-distilled-600M,grc-grcsbl,pan-pan,,,8000,18.05,44.12,54.99,69.97,24.34,12000,18.12,44.15,54.45,69.50,24.32
Indo-European,SourceText.Greek.Scenario3,grc,pan,True,facebook/nllb-200-distilled-600M,grc-grcsbl,pan-pan,,,5000,24.12,50.55,47.55,61.77,32.60,9000,24.18,50.36,47.29,61.63,32.53
Niger-Congo,NewToOld.Scenario1,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,,,11000,15.42,48.96,56.70,80.35,23.42,15000,15.11,49.02,57.60,81.24,23.07
Niger-Congo,Overall.Run1,eBible/swh,eBible/cwe,True,facebook/nllb-200-distilled-600M,eBible/swh-swhonen,eBible/cwe-cwe,,,18000,28.25,60.48,43.63,65.23,37.86,,,,,,
Niger-Congo,Overall.Run1.NLLB-distilled-1.3B,swh,cwe,True,facebook/nllb-200-distilled-1.3B,swh-swhonen,cwe-cwe,,,15000,29.88,62.23,41.70,63.10,40.02,19000,30.94,62.56,40.19,61.50,41.04
Niger-Congo,Overall.Run1.NMT.1-1,swh,cwe,True,SILTransformerBase,swh-swhonen,cwe-cwe,,,9000,16.63,45.19,55.22,78.61,24.30,11000,15.49,44.30,55.17,78.66,22.61
Niger-Congo,Overall.Run2,eBible/swh,eBible/cwe,True,facebook/nllb-200-distilled-600M,eBible/swh-swhonen,eBible/cwe-cwe,,,22000,30.55,60.62,43.94,63.73,39.23,24000,31.00,60.91,43.03,62.76,39.84
Niger-Congo,Overall.Run2.NMT.1-1,swh,cwe,True,SILTransformerBase,swh-swhonen,cwe-cwe,,,11000,15.69,45.04,54.97,77.99,23.68,15000,15.69,44.91,54.84,77.61,23.81
Niger-Congo,Overall.Run3,eBible/swh,eBible/cwe,True,facebook/nllb-200-distilled-600M,eBible/swh-swhonen,eBible/cwe-cwe,,,7000,29.01,60.42,44.26,65.11,38.54,11000,29.01,61.32,44.09,66.31,38.19
Niger-Congo,Overall.Run3.NMT.1-1,swh,cwe,True,SILTransformerBase,swh-swhonen,cwe-cwe,,,8000,16.49,44.52,55.16,77.48,23.54,12000,17.11,46.11,54.32,76.84,24.94
Niger-Congo,Overall.Run4,eBible/swh,eBible/cwe,True,facebook/nllb-200-distilled-600M,eBible/swh-swhonen,eBible/cwe-cwe,,,13000,28.79,59.57,43.75,65.45,37.80,,,,,,
Niger-Congo,Overall.Run4.NMT.1-1,swh,cwe,True,SILTransformerBase,swh-swhonen,cwe-cwe,,,12000,16.65,45.80,55.25,77.90,24.54,16000,17.09,45.99,55.06,77.30,24.53
Niger-Congo,Overall.Run5,eBible/swh,eBible/cwe,True,facebook/nllb-200-distilled-600M,eBible/swh-swhonen,eBible/cwe-cwe,,,16000,27.98,59.42,45.31,66.85,37.42,20000,28.83,59.79,44.59,65.66,38.11
Niger-Congo,Overall.Run5.NMT.1-1,swh,cwe,True,SILTransformerBase,swh-swhonen,cwe-cwe,,,20000,17.83,46.55,54.46,77.32,25.52,21000,16.48,45.71,54.68,77.26,24.51
Niger-Congo,PartialNT.Scenario1,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,,,6000,15.38,46.93,54.03,79.31,21.96,10000,15.53,46.72,53.58,78.55,22.28
Niger-Congo,PartialNT.Scenario2,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,,,6000,16.48,48.92,54.07,76.81,24.71,10000,17.34,49.65,53.01,75.53,25.76
Niger-Congo,PartialNT.Scenario3,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,,,13000,21.96,54.95,49.35,70.65,31.14,17000,21.47,55.21,50.21,71.71,30.72
Niger-Congo,RelatedLanguage.PartialNT.Scenario1.All,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,17000,12.63,43.27,55.51,82.62,17.75,21000,12.56,43.59,55.85,83.14,17.69
Niger-Congo,RelatedLanguage.PartialNT.Scenario1.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,13000,15.08,45.54,53.29,78.80,21.36,17000,15.17,45.70,53.25,78.76,21.53
Niger-Congo,RelatedLanguage.PartialNT.Scenario1.Same,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,6000,14.95,46.20,54.57,80.55,21.27,10000,15.41,46.46,53.68,78.94,21.95
Niger-Congo,RelatedLanguage.PartialNT.Scenario2.All,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,13000,17.72,50.83,53.19,76.16,25.45,20000,17.93,51.44,52.43,75.36,25.85
Niger-Congo,RelatedLanguage.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,10000,16.50,49.74,55.53,78.74,24.38,14000,16.54,50.12,55.54,78.85,24.47
Niger-Congo,RelatedLanguage.PartialNT.Scenario2.Same,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,8000,16.36,48.55,54.89,77.73,24.09,12000,16.56,48.50,53.94,76.67,24.53
Niger-Congo,RelatedLanguage.PartialNT.Scenario3.All,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,12000,22.14,56.02,47.27,69.95,30.75,16000,22.83,56.40,46.71,69.01,31.60
Niger-Congo,RelatedLanguage.PartialNT.Scenario3.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,10000,22.90,56.61,46.86,69.31,31.53,14000,23.18,57.02,46.14,68.38,31.97
Niger-Congo,RelatedLanguage.PartialNT.Scenario3.Same,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,vid-vid,16000,21.18,54.31,50.36,71.70,30.07,20000,20.86,54.38,50.57,72.44,29.98
Niger-Congo,RelatedLanguage2.PartialNT.Scenario1.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,mwe-mwe,10000,14.55,44.98,54.94,80.34,20.76,14000,14.44,45.08,55.05,80.39,20.73
Niger-Congo,RelatedLanguage2.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,mwe-mwe,9000,16.05,48.51,55.62,78.44,23.82,13000,16.34,48.72,54.59,77.32,24.31
Niger-Congo,RelatedLanguage2.PartialNT.Scenario3.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,mwe-mwe,11000,20.58,54.07,49.72,72.68,29.38,13000,20.03,54.27,51.18,74.13,28.72
Niger-Congo,RelatedLanguage3.PartialNT.Scenario1.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,reg-reg,9000,13.99,45.05,55.72,81.50,20.17,13000,14.34,45.18,55.71,80.89,20.53
Niger-Congo,RelatedLanguage3.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,reg-reg,9000,15.47,47.92,56.51,79.59,23.07,10000,15.28,48.65,57.17,80.63,22.98
Niger-Congo,RelatedLanguage3.PartialNT.Scenario3.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,reg-reg,10000,19.58,54.08,53.17,76.93,27.69,14000,19.71,53.73,52.91,76.32,28.00
Niger-Congo,RelatedLanguage4.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,wbi-wbi,10000,16.25,47.79,54.78,77.30,23.97,14000,16.15,48.73,55.70,78.50,24.04
Niger-Congo,RelatedLanguage5.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,kdc-kdc,8000,16.71,49.63,54.75,77.71,24.81,12000,16.97,49.79,53.89,76.54,25.41
Niger-Congo,RelatedLanguage6.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,kde-kde,6000,15.88,48.48,56.17,79.45,23.40,10000,16.02,48.93,55.38,78.32,23.91
Niger-Congo,RelatedLanguage7.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,kiz-kiz,5000,15.47,47.04,56.09,78.73,22.80,9000,15.33,48.23,56.49,79.47,23.02
Niger-Congo,RelatedLanguage8.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,ndj-ndj,13000,16.63,49.53,54.66,77.58,24.57,17000,16.89,49.78,54.16,77.15,25.18
Niger-Congo,RelatedLanguage9.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,poy-poy,6000,15.92,49.23,57.13,80.35,23.45,10000,16.27,49.82,56.46,79.47,24.12
Niger-Congo,SourceText.Greek.Scenario1,grc,cwe,True,facebook/nllb-200-distilled-600M,grc-grcsbl,cwe-cwe,,,10000,11.30,40.29,62.12,86.34,16.58,14000,11.08,39.70,61.65,85.74,16.47
Niger-Congo,SourceText.Greek.Scenario2,grc,cwe,True,facebook/nllb-200-distilled-600M,grc-grcsbl,cwe-cwe,,,13000,13.54,44.51,59.21,82.01,20.64,17000,13.70,44.49,59.00,81.67,20.79
